id,composite_ticker,company_name,forecast_e,forecast_s,forecast_g,esg_performance,alpha,m1_pct_return,m3_pct_return,m6_pct_return,y1_pct_return,price
3565,RDVY,First Trust NASDAQ Rising Dividend Achievers,52.2324,51.8331,52.7336,53.7409,-0.537953,16.1119,-19.1872,-16.8118,-13.6986,25.63
3572,REM,iShares Mortgage Real Estate Capped ETF,37.5426,37.5944,38.4188,35.3333,-0.403117,31.0576,-53.6138,-50.4494,-55.7809,18.7
3577,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.956,48.3935,45.9734,44.6849,-0.379395,3.28655,-16.3629,-18.0542,-16.5728,41.7398
3579,RFDA,RiverFront Dynamic US Dividend Advantage ETF,52.0522,51.6473,52.4564,52.4518,-0.41137,13.6596,-15.5543,-12.6595,-10.8227,27.1026
3583,RFFC,RiverFront Dynamic US Flex-Cap ETF,50.8692,50.5783,51.6021,50.3071,-0.362345,15.3412,-17.5681,-14.0846,-15.8567,26.5627
3584,RFG,Invesco S&P MidCap 400 Pure Growth ETF,45.9599,46.5296,47.9676,46.1638,0.112179,20.8246,-16.2432,-13.4676,-21.7196,111.5777
3589,RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF,51.6147,51.9285,51.3084,51.586,-0.35659,8.37666,-9.68984,-5.49397,1.72193,123.68
3600,RNMC,Mid Cap US Equity Select ETF,47.6694,48.1868,49.3963,46.8998,-0.0314569,16.614,-25.2073,-24.3523,-27.0225,15.81
3603,ROBO,Robo-Stox Global Robotics & Automation Index ETF,40.2891,39.0547,38.4985,36.6744,0.208633,17.9053,-9.81051,-6.65343,-15.3313,33.59
3610,ROUS,Hartford Multifactor US Equity ETF,51.0243,50.9019,51.5301,50.2599,-0.280185,13.0277,-16.7851,-13.9314,-12.7553,26.09
3611,RPG,Invesco S&P 500 Pure Growth ETF,49.2565,49.4289,49.2972,48.0911,-0.18126,18.7638,-12.4681,-5.81724,-8.09496,100.14
3617,RTH,VanEck Vectors Retail ETF,50.7963,49.8797,51.246,51.9972,-0.612407,13.7124,-2.32831,-0.738854,9.28237,105.29
3647,RYH,Invesco S&P 500 Equal Weight Health Care ETF,51.1973,50.9626,51.1005,50.9849,-0.40059,14.6847,-4.97376,0.736091,9.88744,189.18
3654,RZV,Invesco S&P SmallCap 600 Pure Value ETF,47.2095,48.0296,49.8676,46.7592,0.150063,28.2216,-31.5894,-38.7516,-47.925,34.67
3665,SCHD,Schwab US Dividend Equity ETF,52.5415,52.7117,53.605,55.4268,-0.295769,13.2231,-13.5647,-12.0699,-11.2924,44.98
3668,SCHG,Schwab U.S. Large-Cap Growth ETF,50.5918,50.0528,50.6616,49.3679,-0.539759,17.147,-7.92305,1.84189,6.38478,79.65
3670,SCHK,Schwab 1000 Index ETF,51.1761,50.8294,51.4495,50.3246,-0.445371,15.2528,-13.4881,-8.34164,-5.76789,25.07
3675,SCHV,Schwab U.S. Large-Cap Value ETF,51.7661,51.5918,52.1397,51.9141,-0.364568,12.9827,-19.0597,-17.7759,-16.4593,44.27
3676,SCHX,Schwab US Large-Cap ETF,51.3692,50.9932,51.5775,50.5174,-0.461121,15.0085,-13.299,-7.99945,-5.0622,61.25
3680,SCIJ,Global X Scientific Beta Japan ETF,55.5492,50.263,45.7468,45.5855,-0.361235,5.21219,-15.1901,-18.6126,-14.0224,23.04
3683,SCIX,Global X Scientific Beta Asia ex-Japan ETF,49.8685,47.656,48.3551,44.506,0.432207,8.6607,-20.8575,-24.1623,-24.703,17.5301
3695,SDOG,ALPS Sector Dividend Dogs ETF,50.6553,51.0896,51.644,52.0564,-0.404697,14.5763,-25.1716,-25.155,-26.1845,31.3
3699,SDVY,First Trust SMID Cap Rising Dividend Archievers ETF,47.5104,48.0884,49.8072,47.6215,-0.151191,15.1065,-26.5411,-25.7652,-30.9221,14.2406
3713,SHE,SPDR SSGA Gender Diversity Index ETF,51.0616,51.1934,51.9202,52.4354,-0.511518,15.1683,-15.6906,-13.1589,-12.9634,59.03
3736,SLY,SPDR S&P 600 Small CapETF,46.3501,47.0078,49.1188,45.7263,0.168229,16.6223,-25.1211,-24.5405,-29.1456,48.43
3737,SLYG,SPDR S&P 600 Small Cap Growth ETF,46.3537,46.8269,49.0118,46.6345,0.236652,16.041,-22.3072,-19.2701,-23.425,46.18
3768,SPHB,Invesco S&P 500 High Beta ETF,50.6395,50.7427,50.763,50.2984,-0.23558,20.7224,-26.646,-23.3673,-29.9774,29.21
3770,SPHQ,Invesco S&P 500 Quality ETF,52.8108,52.4421,53.1984,54.7144,-0.291707,13.701,-10.2901,-5.28749,-2.59114,29.93
3773,SPLG,SPDR Portfolio Large Cap ETF,52.0009,51.5376,52.095,51.1522,-0.497376,14.8737,-12.9032,-7.64739,-4.65252,30.25
3775,SPMD,SPDR Portfolio Mid Cap ETF,47.5609,48.0257,49.5803,46.5768,0.0345615,17.0302,-21.6292,-20.0115,-23.8479,25.33
3776,SPMO,Invesco S&P 500 Momentum ETF,51.1469,51.0441,51.4282,51.5438,-0.369272,13.377,-10.2076,-3.0436,0.198613,36.0152
3779,SPSM,SPDR Portfolio Small Cap ETF,46.3423,46.9988,49.11,45.7184,0.168266,16.4451,-25.2056,-24.1987,-29.3798,21.84
3781,SPTM,SPDR Portfolio Total Stock Market ETF,51.6078,51.2182,51.8639,50.758,-0.454149,15.1384,-13.8688,-8.96388,-6.75824,31.45
3793,SPY,SPDR S&P 500 ETF Trust,52.0436,51.5792,52.1374,51.1942,-0.498078,14.8852,-12.7515,-7.62723,-4.49304,257.75
3794,SPYB,SPDR S&P 500 Buyback ETF,51.4716,51.0575,51.8347,50.6507,-0.440742,15.7248,-23.0656,-21.9029,-22.5662,50.2473
3796,SPYG,SPDR Portfolio S&P 500 Growth ETF,51.8252,51.2471,51.9349,51.6931,-0.580774,16.452,-8.23529,-0.0251319,2.47654,35.74
3797,SPYV,SPDR Portfolio S&P 500 Value ETF,51.5142,51.2113,51.5861,50.4381,-0.386405,12.6721,-18.3871,-16.3762,-12.4522,25.84
3798,SPYX,SPDR S&P Fossil Fuel Reserves Free ETF,51.5845,51.1094,51.615,51.2777,-0.517854,14.2989,-12.5783,-6.98635,-2.896,63.8571
3813,SUSA,iShares MSCI USA ESG Select ETF,53.6853,53.0995,53.5731,55.3889,-0.375303,14.547,-11.5232,-5.45683,-3.02535,109.77
3818,SYE,SPDR. MFS Systematic Core Equity ETF,52.9053,52.3481,53.0643,53.2212,-0.551552,15.3105,-14.4817,-10.5755,-8.70178,69.0538
3819,SYG,SPDR MFS Systematic Growth Equity ETF,50.7417,50.33,51.0734,50.643,-0.5416,16.0423,-6.7236,2.41157,3.33593,77.3692
3820,SYLD,Cambria Shareholder Yield ETF,49.0217,49.5165,50.5397,49.5334,-0.427024,20.3065,-25.8462,-25.8147,-30.5393,25.16
3821,SYV,SPDR MFS Systematic Value Equity ETF,50.8623,50.5233,51.3669,50.3542,-0.55386,14.9073,-19.8633,-18.8102,-20.4285,51.4186
3882,UAE,iShares MSCI UAE Capped ETF,36.117,34.2388,31.7911,30.2745,-0.735101,13.9227,-21.1774,-26.5146,-36.9032,9.36
3928,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,53.0578,52.3214,52.9955,53.8444,-0.519318,13.4615,-10.5001,-5.12595,-0.523013,25.92
3935,USSG,Xtrackers MSCI USA ESG Leaders Equity ETF,52.5199,52.3264,52.8244,52.7464,-0.415363,14.4675,-13.0103,-6.34834,-3.00557,23.7674
3940,UTRN,Vesper US Large Cap Short-Term Reversal Strategy ETF,49.3528,49.3043,47.9943,49.6238,0.0550599,24.1425,0.890629,-5.40755,-5.29296,21.15
3948,VALQ,American Century STOXX US Quality Value ETF,51.754,51.4398,52.3308,51.3456,-0.313166,12.643,-20.277,-19.5112,-17.9857,31.347
3958,VCR,Vanguard Consumer Discretionary ETF,49.4246,49.2194,50.9715,48.6877,-0.620066,22.5417,-12.5812,-7.06301,-9.12637,145.35
3960,VDC,Vanguard Consumer Staples ETF,51.7567,51.9693,51.9135,52.6832,-0.157447,8.4576,-8.93291,-6.25842,2.33556,137.82
3961,VDE,Vanguard Energy ETF,48.8856,48.8354,51.0935,48.3137,0.0149753,30.4061,-33.061,-38.9752,-55.3983,38.22
3979,VGT,Vanguard Information Technology ETF,53.4075,52.9505,53.7794,54.8289,-0.47664,16.4306,-8.67234,3.75193,8.53424,211.9
3980,VHT,Vanguard Health Care ETF,52.3997,52.1063,52.9416,52.6919,-0.339067,15.6839,-2.16216,4.55318,12.5342,166.09
3982,VIG,Vanguard Dividend Appreciation ETF,52.4535,52.0154,52.8212,52.0387,-0.304986,11.9928,-11.8421,-7.50166,-1.48738,103.39
3984,VIOG,Vanguard S&P Small-Cap 600 Growth ETF,46.894,47.4086,49.6041,46.7213,0.216795,15.7823,-22.3488,-19.3162,-23.4037,118.42
3987,VIS,Vanguard Industrials ETF,49.8917,49.5857,50.636,50.2967,-0.133029,11.3173,-23.612,-22.6112,-23.4842,110.31
3990,VLU,SPDR S&P 1500 Value Tilt ETF,50.811,50.447,51.1693,49.44,-0.437547,15.597,-18.2368,-16.9896,-16.3337,82.3249
3991,VLUE,iShares Edge MSCI USA Value Factor ETF,52.1179,51.9811,52.3325,51.725,-0.337295,12.958,-22.5156,-21.621,-20.1183,63
4000,VONE,Vanguard Russell 1000,51.2578,50.9066,51.5035,50.397,-0.456039,14.9915,-13.6174,-8.23471,-5.53777,117.24
4001,VONG,Vanguard Russell 1000 Growth ETF,51.9571,51.3526,52.2364,51.8698,-0.556604,16.661,-7.55997,1.6987,5.69171,154.68
4003,VOO,Vanguard S&P 500 ETF,51.9585,51.4949,52.0351,51.1007,-0.499752,14.8883,-12.7652,-7.60313,-4.41182,236.82
4004,VOOG,Vanguard S&P 500 Growth ETF,51.9324,51.3499,52.0182,51.8052,-0.577281,16.2874,-8.16462,0.0181225,2.48825,148.85
4005,VOOV,Vanguard S&P 500 Value ETF,51.8611,51.5558,51.9138,50.7409,-0.403673,12.7122,-18.2522,-16.1258,-12.1298,93.3
4006,VOT,Vanguard Mid-Cap Growth ETF,46.4794,46.7329,46.4009,44.842,0.115636,17.9014,-12.1388,-6.35713,-6.01814,126.69
4009,VPL,Vanguard FTSE Pacific ETF,49.3464,45.6859,42.9809,40.5452,-0.537008,8.76426,-15.3698,-17.171,-14.3245,55.16
4014,VSDA,Victoryshares Dividend Accelerator ETF,50.8573,50.6306,51.7175,52.3767,-0.24622,10.4869,-14.02,-10.7231,-5.65749,28.8607
4017,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,52.8735,52.6957,53.0758,53.5586,-0.427662,10.3157,-14.0937,-10.5944,-4.18636,26.82
4022,VTHR,Vanguard Russell 3000,50.7612,50.4857,51.1494,49.9262,-0.424298,15.0672,-14.1967,-9.03736,-7.09538,115.1373
4025,VTV,Vanguard Value ETF,52.0899,51.9662,52.3575,51.4296,-0.369145,12.5073,-18.2314,-16.5376,-14.0047,89.06
4029,VUG,Vanguard Growth ETF,51.2172,50.552,51.2196,50.1834,-0.580827,17.3416,-7.74929,2.07534,6.16913,156.69
4031,VV,Vanguard Large-Cap ETF,51.5529,51.1425,51.679,50.6962,-0.480342,15.0565,-12.8262,-7.35921,-4.14338,118.43
4072,XHB,SPDR S&P Homebuilders ETF,49.6461,49.8298,50.2242,48.4846,-0.0263958,81.2435,66.0376,-23.2255,51.9399,29.79
4073,XHE,SPDR S&P Health Care Equipment ETF,47.8985,48.8603,50.0791,46.8759,-0.177282,20.2358,-4.95165,2.01325,2.00237,71.67
4077,XLC,Communication Services Select Sector SPDR Fund,50.9179,49.721,49.4431,48.284,-0.568164,16.7137,-9.11091,-2.68891,-4.09639,44.24
4078,XLE,Energy Select Sector SPDR Fund,49.1374,49.0938,51.3281,49.7585,0.000398787,29.7972,-32.025,-39.5243,-54.3982,29.06
4081,XLG,Invesco S&P 500 Top 50 ETF,53.056,52.2763,53.1214,53.9652,-0.637571,15.2066,-9.17097,-1.87106,1.70038,195.52
4083,XLK,Technology Select Sector SPDR Fund,54.3036,53.7484,54.4684,56.4049,-0.568304,16.1484,-7.96149,4.99587,11.676,80.37
4084,XLP,Consumer Staples Select Sector SPDR Fund,52.1436,52.3426,52.1042,53.6967,-0.180694,7.60037,-8.80025,-5.77269,4.85659,54.47
4091,XLV,Health Care Select Sector SPDR Fund,52.6976,52.1288,52.9278,54.1082,-0.428657,14.8105,-2.20912,3.12006,13.1835,88.58
4092,XLY,Consumer Discretionary Select Sector SPDR Fund,50.9004,50.3663,52.0191,50.7694,-0.615071,19.7866,-11.0689,-7.73531,-8.8575,98.08
4094,XMLV,Invesco S&P MidCap Low Volatility ETF,47.7326,47.9029,49.6565,46.509,0.0823876,8.58814,-24.6772,-23.5349,-19.2073,39.82
4098,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,48.454,48.9144,51.0684,48.756,0.160403,61.1147,165.587,128.879,19.176,32.9
4103,XSD,SPDR S&P Semiconductor ETF,49.1136,49.9454,49.9895,49.3593,0.349184,19.0566,-8.18014,-2.42894,4.4215,83.97
4105,XSHQ,Invesco S&P SmallCap Quality ETF,46.1724,46.9799,49.1239,46.3005,0.21572,12.4801,-18.7394,-20.5697,-22.3906,21.428
4106,XSLV,Invesco S&P SmallCap Low Volatility ETF,46.4979,47.1989,49.4527,46.6582,0.0884247,9.85686,-32.6083,-33.1287,-33.3748,33.14
4131,ZHOK,SPDR Solactive Hong Kong ETF,55.645,52.3527,52.4808,49.9542,0.182894,6.35433,-10.0676,-14.0712,-17.3245,52.45
4132,ZJPN,SPDR Solactive Japan ETF,56.9567,51.9384,47.3061,46.9799,-0.667093,7.63781,-12.8174,-14.3896,-8.43421,65.1476
