2-May-20,2.3
1-May-20,2.28
30-Apr-20,2.16
29-Apr-20,2.26
28-Apr-20,2.11
27-Apr-20,2.09
26-Apr-20,2.04
25-Apr-20,2.05
24-Apr-20,2.05
23-Apr-20,2.01
22-Apr-20,1.95
21-Apr-20,1.89
20-Apr-20,1.88
19-Apr-20,1.95
18-Apr-20,2.05
17-Apr-20,1.92
16-Apr-20,1.78
15-Apr-20,1.69
14-Apr-20,1.76
13-Apr-20,1.76
12-Apr-20,1.81
11-Apr-20,1.78
10-Apr-20,1.74
9-Apr-20,1.84
8-Apr-20,1.92
7-Apr-20,1.86
6-Apr-20,1.9
5-Apr-20,1.73
4-Apr-20,1.75
3-Apr-20,1.73
2-Apr-20,1.74
1-Apr-20,1.67
31-Mar-20,1.59
30-Mar-20,1.66
29-Mar-20,1.56
28-Mar-20,1.63
27-Mar-20,1.62
26-Mar-20,1.69
25-Mar-20,1.68
24-Mar-20,1.72
23-Mar-20,1.64
22-Mar-20,1.51
21-Mar-20,1.65
20-Mar-20,1.67
19-Mar-20,1.61
18-Mar-20,1.36
17-Mar-20,1.33
16-Mar-20,1.33
15-Mar-20,1.45
14-Mar-20,1.41
13-Mar-20,1.51
12-Mar-20,1.33
11-Mar-20,2.22
10-Mar-20,2.22
9-Mar-20,2.21
8-Mar-20,2.29
7-Mar-20,2.56
6-Mar-20,2.67
5-Mar-20,2.6
4-Mar-20,2.57
3-Mar-20,2.57
2-Mar-20,2.48
1-Mar-20,2.47
29-Feb-20,2.53
28-Feb-20,2.51
27-Feb-20,2.61
26-Feb-20,2.6
25-Feb-20,2.73
24-Feb-20,2.84
23-Feb-20,2.97
22-Feb-20,2.86
21-Feb-20,2.86
20-Feb-20,2.81
19-Feb-20,2.8
18-Feb-20,2.87
17-Feb-20,2.7
16-Feb-20,2.66
15-Feb-20,2.66
14-Feb-20,2.68
13-Feb-20,2.68
12-Feb-20,2.79
11-Feb-20,2.74
10-Feb-20,2.64
9-Feb-20,2.71
8-Feb-20,2.63
7-Feb-20,2.63
6-Feb-20,2.65
5-Feb-20,2.65
4-Feb-20,2.51
3-Feb-20,2.52
2-Feb-20,2.51
1-Feb-20,2.58
31-Jan-20,2.59
30-Jan-20,2.63
29-Jan-20,2.59
28-Jan-20,2.73
27-Jan-20,2.62
26-Jan-20,2.56
25-Jan-20,2.53
24-Jan-20,2.51
23-Jan-20,2.47
22-Jan-20,2.54
21-Jan-20,2.49
20-Jan-20,2.33
19-Jan-20,2.35
18-Jan-20,2.32
17-Jan-20,2.27
16-Jan-20,2.42
15-Jan-20,2.28
14-Jan-20,2.27
13-Jan-20,2.03
12-Jan-20,2.03
11-Jan-20,1.98
10-Jan-20,2.01
9-Jan-20,1.95
8-Jan-20,1.98
7-Jan-20,1.99
6-Jan-20,1.91
5-Jan-20,1.81
4-Jan-20,1.78
3-Jan-20,1.77
2-Jan-20,1.68
1-Jan-20,1.73
31-Dec-19,1.73
30-Dec-19,1.75
29-Dec-19,1.79
28-Dec-19,1.76
27-Dec-19,1.74
26-Dec-19,1.67
25-Dec-19,1.7
24-Dec-19,1.71
23-Dec-19,1.65
22-Dec-19,1.71
21-Dec-19,1.67
20-Dec-19,1.46
19-Dec-19,1.37
18-Dec-19,1.35
17-Dec-19,1.19
16-Dec-19,1.22
15-Dec-19,1.23
14-Dec-19,1.24
13-Dec-19,1.25
12-Dec-19,1.24
11-Dec-19,1.21
10-Dec-19,1.18
9-Dec-19,1.19
8-Dec-19,1.22
7-Dec-19,1.21
6-Dec-19,1.21
5-Dec-19,1
4-Dec-19,0.747545
3-Dec-19,0.748777
2-Dec-19,0.744632
1-Dec-19,0.733723
30-Nov-19,0.784465
29-Nov-19,0.684368
28-Nov-19,0.659743
27-Nov-19,0.660039
26-Nov-19,0.633991
25-Nov-19,0.60943
24-Nov-19,0.593516
23-Nov-19,0.638741
22-Nov-19,0.628736
21-Nov-19,0.641692
20-Nov-19,0.701568
19-Nov-19,0.699848
18-Nov-19,0.719316
17-Nov-19,0.735497
16-Nov-19,0.733771
15-Nov-19,0.70246
14-Nov-19,0.739739
13-Nov-19,0.748757
12-Nov-19,0.739463
11-Nov-19,0.741881
10-Nov-19,0.758369
9-Nov-19,0.745533
8-Nov-19,0.740097
7-Nov-19,0.772747
6-Nov-19,0.791302
5-Nov-19,0.794796
4-Nov-19,0.799609
3-Nov-19,0.782765
2-Nov-19,0.780205
1-Nov-19,0.76473
31-Oct-19,0.752973
30-Oct-19,0.751014
29-Oct-19,0.771672
28-Oct-19,0.759246
27-Oct-19,0.818865
26-Oct-19,0.819474
25-Oct-19,0.787354
24-Oct-19,0.662686
23-Oct-19,0.663426
22-Oct-19,0.728223
21-Oct-19,0.74465
20-Oct-19,0.759319
19-Oct-19,0.753765
18-Oct-19,0.755145
17-Oct-19,0.747685
16-Oct-19,0.763878
15-Oct-19,0.768463
14-Oct-19,0.79268
13-Oct-19,0.786205
12-Oct-19,0.78648
11-Oct-19,0.788686
10-Oct-19,0.826783
